num__Latitude,num__Longitude,num__Tenure Months,num__Monthly Charges,num__Total Charges,cat__Gender_Female,cat__Gender_Male,cat__Senior Citizen_No,cat__Senior Citizen_Yes,cat__Partner_No,cat__Partner_Yes,cat__Dependents_No,cat__Dependents_Yes,cat__Phone Service_No,cat__Phone Service_Yes,cat__Multiple Lines_No,cat__Multiple Lines_No phone service,cat__Multiple Lines_Yes,cat__Internet Service_DSL,cat__Internet Service_Fiber optic,cat__Internet Service_No,cat__Online Security_No,cat__Online Security_No internet service,cat__Online Security_Yes,cat__Online Backup_No,cat__Online Backup_No internet service,cat__Online Backup_Yes,cat__Device Protection_No,cat__Device Protection_No internet service,cat__Device Protection_Yes,cat__Tech Support_No,cat__Tech Support_No internet service,cat__Tech Support_Yes,cat__Streaming TV_No,cat__Streaming TV_No internet service,cat__Streaming TV_Yes,cat__Streaming Movies_No,cat__Streaming Movies_No internet service,cat__Streaming Movies_Yes,cat__Contract_Month-to-month,cat__Contract_One year,cat__Contract_Two year,cat__Paperless Billing_No,cat__Paperless Billing_Yes,cat__Payment Method_Bank transfer (automatic),cat__Payment Method_Credit card (automatic),cat__Payment Method_Electronic check,cat__Payment Method_Mailed check
-0.010089801660730025,0.014197369226060604,-0.4825139333459423,-0.1299365927258758,-0.015427143747358162,0.00937039084174365,-0.025970988881594076,-0.0005560627560831068,-0.0015712193921525153,0.03344543975963637,0.04551140450144059,0.2180767318702238,0.105482398566574,-0.003915452833134652,0.0003863018011366988,-0.08958449940641752,-0.0007065452570951973,0.0,-0.00030106149956739243,-0.13181162405308217,0.0,0.1939635947205405,0.0,0.0,-0.04917822869821656,0.0,-0.0007307083138607717,0.0007702257267916157,0.0,-0.0004206511997745085,-0.2201458738613916,0.0,0.0011676146571384218,0.0,0.0,0.04550320623546211,0.0,0.0,0.06660698522523359,-0.6318585429582966,-0.023934673895965364,-0.3276024173951698,0.021248187809062766,0.007670857985966207,2.5457388718605776e-05,-0.0008016184552807914,-0.10830344867524515,0.0
-0.00071719618167024,-0.019793714124534248,0.46239068510474285,-0.042993367014197294,0.05729635237803727,0.0035177512061523473,0.003042466621846699,-0.004517842489448156,-0.0036545611732087574,-0.023100700177768725,-0.03859622924255528,0.12158668241463431,0.1109883037676277,-0.001400299264376417,0.00020729631210185813,0.14878614994130362,-0.0005884914847925873,0.0,0.0001960635494125495,0.26553708523153186,0.0,0.2805384361835071,0.0,0.0,-0.059489842767759385,0.0,-0.0007307083138607717,0.0007702257267916157,0.0,-0.0004206511997745085,0.20681640865442555,0.0,-0.0006074691070790255,0.0,0.0,-0.06226797646292887,0.0,0.0,-0.056833565667655586,0.7483008282517666,-0.003749122115394178,0.10584034230941204,0.04479064744441883,0.04517204535224835,-4.223707134599709e-05,7.903280545021888e-05,-0.12321413995557902,0.0
-0.022384421361262462,0.022971980754069463,-0.18276443966961872,-0.14818294152232894,0.06130350993043086,0.00994988331618748,-0.0008448588102682412,-0.0014243191329073456,-0.0037032894556649197,-0.031730220115841826,-0.03221063470482725,0.16974101818149406,0.09443429624680559,-0.003915452833134652,0.0003863018011366988,-0.062361082611303555,-0.0007065452570951973,0.0,0.000602122999134785,-0.14330353796720038,0.0,-0.18164629208216193,0.0,0.0,-0.13440815584243043,0.0,0.0009801957614447815,-0.0007802940369457547,0.0,-0.0004206511997745085,-0.2424516021526516,0.0,-0.0006074691070790255,0.0,0.0,-0.05982725122223851,0.0,0.0,-0.04757117328573532,-0.6246166766643746,-0.009068634923175724,-0.2900712622152769,-0.044262696113059774,-0.04799747804918112,2.5457388718605776e-05,7.903280545021888e-05,-0.10946921832636188,0.0
-0.15554625799801863,0.06035337739683151,0.5425102848257217,-0.17231842915814938,-0.0016462936948788034,0.00994988331618748,0.013807452644377077,-0.0014243191329073456,-0.0035310835421605217,-0.04637244106001563,-0.05983945759666775,0.08846029877887646,0.09753892153375064,-0.003915452833134652,0.0003863018011366988,-0.002790069744040292,-0.0007065452570951973,0.0,0.0001960635494125495,-0.23495491096568719,0.0,-0.3201188426404069,0.0,0.0,-0.07445675874281019,0.0,0.0009801957614447815,-0.0007802940369457547,0.0,-0.0022459252737179274,-0.3208530433596559,0.0,-0.0012162518819238204,0.0,0.0,-0.10052717371794963,0.0,0.0,-0.03328675310525722,0.5887190600189764,-0.00393014226563005,0.11079085598183983,-0.04719479484941988,-0.05981870478041251,4.223707134599709e-05,7.903280545021888e-05,-0.07848200685205994,0.0
0.006933386773435811,0.014131397409531298,-1.058112648241551,0.5879919599790888,0.013251119368386209,-0.004385796676240767,-0.03956685159400207,-0.0009441023278496061,-0.0016204546753225285,0.03287868266568303,0.032676153598348204,0.2927256717256505,0.13882320503283269,-0.001400299264376417,0.00020729631210185813,0.054738826476538875,-0.0005884914847925873,0.0,0.000602122999134785,0.1217039313149815,0.0,0.19655487336372052,0.0,0.0,-0.09307776487241509,0.0,-0.0007307083138607717,-0.0007802940369457547,0.0,0.004623268279003164,0.16824477829814152,0.0,-0.0006131915337247847,0.0,0.0,0.044503731506007296,0.0,0.0,0.07137506761684223,-0.6575721500111879,-0.02931874951998091,-0.215252118236038,0.03325066252704668,0.015865113594330328,-2.5457388718605776e-05,7.903280545021888e-05,-0.09743950276014973,0.0
0.04088402891601828,-0.04253123038727589,-0.735721285342675,0.4265261216332531,-0.11800373935480954,0.006954702669420739,-0.002329842122901099,-0.0009441023278496061,-0.0036545611732087574,-0.011253529554183772,-0.022399025218985912,0.21398006385217042,0.13908041448277486,-0.001400299264376417,0.00020729631210185813,0.06401183169952422,-0.002372484078334928,0.0,0.0001960635494125495,0.22403593009680747,0.0,0.1960966745228405,0.0,0.0,-0.10983313899272767,0.0,-0.0007307083138607717,-0.0007802940369457547,0.0,0.004623268279003164,0.16086113823148818,0.0,-0.0006131915337247847,0.0,0.0,0.04867343301313333,0.0,0.0,0.04995735142674391,0.5063917429975056,-0.012052415060848332,0.11997528714396752,0.04526518248355947,0.027022543235038585,4.223707134599709e-05,7.903280545021888e-05,0.22249392831313022,0.0
-0.0040215034200129516,0.0090169448728558,-0.23484191336276186,-0.07180567930546021,0.0063525810561377285,0.00994988331618748,-0.000826509239924626,-0.0046476603138405365,-0.0012182874123326205,0.0262989480236304,0.025302974470311435,-0.6115655683533979,-0.3376916671237737,-0.003915452833134652,0.0003863018011366988,0.06642539766651374,-0.0007065452570951973,0.0,0.0001960635494125495,-0.08967930156783335,0.0,-0.10596089238000786,0.0,0.0,-0.06578222836839401,0.0,0.0009801957614447815,-0.0007802940369457547,0.0,-0.0004206511997745085,-0.2330471560812956,0.0,-0.0006074691070790255,0.0,0.0,-0.0370773088398422,0.0,0.0,-0.11058234533431453,-0.550475619095608,0.00928564380742236,0.1450818355759491,-0.03425686321691892,-0.038347449114616676,4.223707134599709e-05,-0.0008016184552807914,-0.07320215100097864,0.0
0.007116577450158138,-0.02181000886731829,0.1988064177925953,-0.14121711240783094,0.12761271110357664,0.00994988331618748,0.013807452644377077,-0.0014243191329073456,-0.0037032894556649197,-0.03651597244307445,-0.044275444243001276,0.10063463641778493,0.09993079153713616,-0.003915452833134652,0.0003863018011366988,-0.11323148181418131,-0.0007065452570951973,0.0,0.0001960635494125495,-0.3160375435363485,0.0,-0.29807905157594006,0.0,0.0,-0.07445675874281019,0.0,0.0009801957614447815,-0.0007802940369457547,0.0,-0.0022459252737179274,-0.2662927925607941,0.0,-0.0006074691070790255,0.0,0.0,-0.049367657938419,0.0,0.0,-0.039625758034763446,0.5294770006100871,-0.00393014226563005,0.11079085598183983,-0.04926627431547162,-0.06245306960779684,4.223707134599709e-05,7.903280545021888e-05,-0.09608832714089664,0.0
-0.07901087356425107,0.13266673931233108,0.2121296178367706,0.19213964385643434,-0.05420870122821313,0.02068083299642859,0.013606322389321475,-0.0009441023278496061,-0.0016204546753225285,0.05054966639731701,0.03539755365249208,0.24051354063720587,0.13369859433773443,-0.0008961791467601918,0.0011398433956871508,0.1953923359231194,0.0034291322284164694,0.0,0.0001960635494125495,0.21339858474176457,0.0,0.23302686668751108,0.0,0.0,0.07049028192919297,0.0,0.00043842498831646315,-0.0007802940369457547,0.0,0.004623268279003164,0.18351937186477243,0.0,-0.0006074691070790255,0.0,0.0,-0.06903636390511207,0.0,0.0,0.04995735142674391,0.6810095539850213,-0.00648731928659691,0.10570678918390682,0.024074321142277446,0.030058389207844833,4.223707134599709e-05,7.903280545021888e-05,0.20454099655471497,0.0
0.013061890643546603,-0.006468932596668618,-0.7514172064783968,-0.21280124035243686,-0.12106089637742583,-0.00987106909916356,0.025647066551341625,-0.0009441023278496061,-0.0037032894556649197,-0.01837978370733639,-0.026090090492795415,0.167460427262331,0.09599039556276702,0.019264988786343504,-0.002110863413354104,0.059302526623065725,0.006656196848262953,0.0,-0.00030106149956739243,-0.12631552382402692,0.0,-0.2244231571832142,0.0,0.0,0.05348463727112279,0.0,0.00043842498831646315,-0.0007802940369457547,0.0,0.004623268279003164,-0.2275869036259102,0.0,0.0011676146571384218,0.0,0.0,0.046204428994855606,0.0,0.0,0.07137506761684223,-0.59991517209618,-0.023753653745729488,-0.20566041921391282,0.02083633330882898,0.011379731505710767,2.5457388718605776e-05,-0.0008016184552807914,-0.145882458053554,0.0
